polarity,text
1,@DwightHoward i always tell your brothers gf kimi to tell you that you're my fav player of all time  but goood gamme tonight!!
1,"@RadioU waiting for the mtv movie awards to start!  i'm excited, you  keeping up with it?"
0,It was too live and direct last night at ucla saw my niggas@rAyrAy88 @RoNtHE_cSs_KiDD @Toethelious yall nigga should have came with me in 
1,@bayardrussell See you there 
1,is going home..  http://plurk.com/p/112ew1
1,"@mileycyrus Hope that you have a great Time in Italy  I'm Italian, but I live in Germany! xoxo s"
0,ate all the cookies in one go 
1,@southern_proper BEST WISHES REAGAN!!! i am SO very happy for you- i think beau should be your ring bearer 
0,@ alternateroutes i'm gonna guess that is a very unfortunate fact 
1,on the way to the cape with the fam. yayy good weather 
0,@spEstrella if you have anymore questions just tweet or txt me tomorrow i'm going to bed i have work @ 12  gnitee girl &lt;3
0,"in the garden, soaking up the rays and revising  *wonders why boys are so mean!*"
0,@NicoleMarlin ditto Reuland...  jake is gone!
1,@mrjie hur hur hur. thats what makes it so very very awesome. hahaahah! try it m.j!! lol.  its a sick sick pleasure.
0,is very lonley 
1,"another overcast day at the beach, seeing UP by pixar today~ "
1,"@CRA1G Hmm.. You could check out http://twitsnaps.com It provides lot more features, we have plenty of #photographers using our app "
0,@thefreshsole hahaha I'm leaving for a month for summer classes  hopefully july ;) hahaha
1,"@amberkirbylucas You know, once you get into the exercising, you'll wake up raring to go!  YOU CAN DO IT!  "
0,@jonasbrothers http://twitpic.com/5t2p6 - JONAS COME TO BOLIVIA PLEASE! YOU CAME TO SOUTH AMERICA.. BUT YOU DIDN'T COME TO BOLIVIA  .. ...
0,feeling better but still not feeling 100% 
0,@breclark I got your email today.  I feel the same way! 
1,"@iadn Ok, just rub it in why don't ya. "
1,has found inspiration somewhere rather surprising 
0,Sittin Here Pissed Becuz @SongzYuuup &quot;Genesis&quot; Won't Download for Me &amp; I've Been Waiting ALL DAY!!! 
0,eating shapes... school was gay.. i got spear tackled &amp;&amp; that hurt like hell.... it wasn't even on grass!!  no more dancing 
1,@milly_bird Who's your favorite super model?? 
1,"mets won woo!  haha. busy day, research paper im finishing  that today even if its due wed. then guitar/ piano time finallyyy "
0,@wrnumba6 lmfao i am but its too hot on the 4th  and chilll outtt im about to ice it now
1,@cliffc100 Work outfits only of course 
0,Inside my blanket now. Tooooo sick to move. 
1,"i don't know how i got a twitter account..? maybe my manager signed me up... anyways friends, thanks for finding me "
0,Well. All depends then bcuz I'll be in pontiac n his gas is low  maybe someone will come pick us up! He he
0,"@Rougier Precisely... As @Susan_BBA had commented, the community on the forums is going downward... "
1,Another beautiful sunrise over Lake Michigan...a good Sunday to each of you. 
1,"@Elise_Olivia Hahaha hmmmm  are u or arent you, that is the question"
1,"@annabeljade really? mm her music is amazing. I think I've found some youtube vid's with bad quality then,.. will look better "
1,@beautifulpyre Thanks for the Vodou Music.  Just what I need to send me to sleep.  
0,"Now we're in the bus, then get into the train, arrive at gambir, and bye. "
1,@itscasibaby hairy ass legs 
1,@douwea And a grumpy one too. Like my girls....miauw!  I WANT MY EOS!
1,about to go mash up some guac for boardgame nite. 
0,Really love my current background but i feel it makes me look like a tweeny fangirl so im going to change it 
1,Am enjoying a v lazy afternoon watchin XMen trilogy bak to bak in prep for Wolverine 
1,"@nsane8 heh, since I'm not using tweetdeck or because of all the typos "
0,"2 kids parties down, 2 more next weekend! If only my social life was half as good as my childrens   "
1,bacon butty time me thinks 
1,"I have the sweetest boyfriend.   Bed, I have to get up early."
1,off to the pool. Now this is more my style 
0,"@kitabet god, I miss Istiklal buskers  But I carry their sounds in my head (and on my ipod) wherever I go"
1,@krispurplecat  Thanks  !
0,"no, just switched on to see britains got talent, didnt last long, the boyle may win, no need! leg sore!! "
0,"@bobbinrob Oh noes. Slow internet FTL.  *pets* *shares some of hers* Btw, I got Glee in the mail today! YAYYYY! TY BB. &lt;3"
0,i wanna to go to kwick but my dad has maked jugendschutz in it so i can never go to kwick 
0,"Cousins Graduation Party, Buy Tickets For The LC! Show At The Fonda Or LACMA? I Can't Decide What I Wanna Do I Need Some Help With This! "
1,Finally something to look forward to 
0,keep forgetting about the papercut between my thumb and finger  owieee
1,@lofoolery Are you at Memphis in May?  or just drinking in private like a good Southern lady 
0,"very, very cold "
0,@slmar  He's in charge of crew for something so never now how long he'll be at work. Don't mind waiting. No gifts here either but no pool 
0,why is everyone going to bambozzllleeeeee! i wanna go tooo! 
0,"wishes finals were over already ! . . , and they havent even started  hahaha"
0,@MissWall finish work w/ a large amount the of day still available #goal #fail 
0,wishes she could have gone to the SVIIB concert last night!  
1,"@baywebdesigns Thank for the blog comments Sharon, love getting insights from other people "
0,Migraine still there... Drugs not working... nothing done... another wasted night 
0,@chimpocalypse i don't get the pun? &quot;holey&quot;? #punsareonlyfunnywhenigetthem 
0,"its been a year today that i had my dog, Fred put down    "
1,@gzhang30 Which video? Haha  sorry I've got really bad memory heh.
1,@SunshineAri to hang with some friends from college then we're going to main event 
1,@DustinLuminate I'm really happy for Dusty 
1,yay! lightning!! 
0,i'm working and it's raining.....again!  i just got sunburned on weekend! and now rain! 
0,My god daughters the most adorable too! If I knew how to post picures I'd show you 
0,I don't think that salad I had for dinner was too fresh. not feeling so hot 
1,@x_StellaHudgens: heey you had some problems in twitter ? haha me too..i couldnt upload any pics 
1,Can U play Boom Boom Boom let me hear U say wayoo for me Chesh? summs up my race 
1,"Whoohoo, Twitterific 2.0.2 running smoothly! Go Iconfactory team "
1,tanning with @photojunkieC was nice  now some homework.
0,alright so i got a new safari for my maccccc and i cant record videos on facebook 
1,http://twitpic.com/7iee0 - @WONKAnation me with my 15 Kazoozles from Bamboozle 
0,leaving trish and melissa  this night was fun  B&lt;3
0,andy roddick's talking about his wife. i'm so sad 
0,"@chelpyyy booobooo im going to miss you!!  and your comming to class tomarrow bitch, end of story"
0,@Mtihista: Glad I didn't choose to be a product manager...  
1,jst left the hospitaL finally--the babies are good 
0,cannot believe how this day has flown by! Where does my time go??? And yoga didn't help any this morning either 
0,@JollyAndy hey!  It turns out I have to work tonight   I tried to switch but a co worker decided to have her baby shower tonight
0,"My bed is so war, so comfortable, &amp; I'm SO tired. I really want to curl back up &amp; sleep some more. But I caaaaaaaaaan't. Too much to do "
1,@littlemisswitty hihihi akhirnya yang orange naai bukan visto sih picanto hehehe asyiiiik 
1,http://twitpic.com/6iwae - Height of spoiler! 
1,@BestSoyLatte @annebendixen @allibaba22 @BethanyKim Thanks for the congrats! 
0,"Finaly saw the doctor, news not good   we'll find out more next week i'll update"
0,"@kalluxe Equipmt, planning, scripting, coordination of guest artists, + marketing/pr, etc. Yep, all involve investments of both time &amp; $. "
1,@maxmurphy DUDE! That's awesome!  Miyazaki endorsed a Portland food cart.  
0,@DaangMel you kicked me for no reason yesterday then you wanted to ban me 
1,CHS graduation  then bike team dinner (something to look forward to after all of these names)
1,What you up to then? 
0,Going boating today. Might be the last time. Selling the boat. Sadface. 
0,@happyoctopus   how many do they have??
0,@ShemaiahC right!!!  Lemme  find this video.  Gurlllllll 
1,"@jeremyflint  too bad you can't use gravatars for the photo, right?"
0,"awh!great! Fee waiver denied  Now I have to pay fifty-five bucks, Just my luck!"
0,"@DogTravelComp Hello, I can't seem to get the site to add my business listing to the shopping cart.  "
0,My poor charlie 
0,alone again 
0,I am literally falling asleep on the job. FML 
0,Twitterific is fixed yas! Still buggy tho 
1,I hope it's not a long list!   @kennethmaxey
1,@wlturland Happy birthday 
0,Still 21 hrs till my placebo Album can be legally downloaded 
1,"@jen004 she likes the open plains, anything she looks at with a clear picture is surely going to lay down.  for a long dirt nap."
0,cars in the shop  but im driving a Charger as a rental 
0,my brother has my marianas trench cd :'( i can't drive without that ! 
0,So after last night i have more respect for moms. dude my son kept waking me up. both kids sick . 
1,Im bored. Cant wait for the accesshollywood interview with Adam Lambert tomorrow. 
1,took some pretty cool photos of meeself i should myspace! shittttthavnt started h/w i will though  yay
1,@StephenChallens I am looking forward to some funny tweets from you  have a nice day XX
0,still not feeling quite well enough to be part of the real world but can't find an alternative that will have me 
1,Storm and a power cut... Gonna go for a walk in the heavy rain 
1,@Woodpecker50 any time 
0,is wondering how tonight will go...i miss my apt!! 
0,Grandpa has pnemonia  in the hospital for 3 days. Sucks! But he will get better!
0,@misseclarinal Oh no Cas.. I'm sorry   We're here if you need anything &lt;3
1,"with @dessii and TRAVAE, my babbbyy! "
1,@davidarchie me too! Its out now  the little boy looks so cute!
1,@queenoftheclick my mom was born in Brooklyn &amp; lived in Queens til she was 13. Hope to actually check it out 1 day not using Google maps. 
0,Studying for another Microsoft exam 
1,tired as hell!!!! bed time from cara  nighty night twitter world..
1,"@GarethMarlow actually, that is pretty great. "
0,I'm finding it quite hard to believe that my baby sister is fifteen today..I feel so old. 
0,This rain is going to make my hair drip 
1,"@PatsyJ LOL yeah the Priests were well-cool, but I'm not sure I'd go down the celibacy.route myself "
1,@davenavarro6767 ur hood next week ... excited 
0,@whatabout_ken that sucks  If only I was there to hang out.
0,"I sold a broken iPod to a 9 year old kid for 20$, I'm a very bad person "
0,boredd at homee 
0,@charitorae proud of you! wish i was motivated enough to go to the gym. 
1,@fabziesnaners night fabzies&lt;3 Dx i need a cool nickname for you. i'll make one tonight . 
0,On the road again. I'll miss you Sandbridge &amp; Haley 
1,On break at work. Missing him and hoping his day is as amazing as mine is.  training at least 1 day next week and 3 days off.. &lt;33
1,@CosgroveMiranda good morningg 
1,"my friend sent me this message, as translated, from Alissa, to Naty x3: I love you so much and I hope you feel better to go shopping "
0,http://tinyurl.com/dnzadw Facebook fanclub for #ASOT400 !!!!!!!    Only about 10 mins left 
0,"specially for @kopigao - im leaving 29th Jun, 1950h flight. SQ something to Christchurch. SO NOW U KNOW KAY!  so sad."
0,sad I'll miss the Derby 
0,@GeminiAngel24 It was some microwave stuff... not good 
1,@Ines Both!!! LOL!!! Just tell me when and where (since I am technically a visitor) 
1,Jason Lytle - Brand New Sun rb@DeAnn &quot;Brand new day - brand new sun - Hi y'all!  Love those abs!...kbuech ..&quot;... ? http://blip.fm/~6h0aw
0,"@MisfitRhi barely saw this reply...but yeah, my grandpa was 99 and he passed on April 30  sad times. My condolences for your loss as well."
0,Abortion doctor shot b/c there are assholes out there who value potential humans over the lives of humans already here &amp; loved by others. 
1,@Veronicah86 awww I hope u finally went to sleep  goodnight!
1,@jab_baller no. you can't. 
1,@tamtamdoll Eh. So-so. I'm headed to the park now. Little Bunchy Wunchy needs some playtime.  Have a great day!
0,@rashyyy I just read up on it and you get two warnings before a fine so I say go on and helmetless it up... unless your going on concrete 
0,"off to bed, lab exam 2morrow, 5 and 1/2 hour gap too  ill get through...i hope. cant wait for satday - twenty20 world cup AUS v WI 10.66PM"
1,@misstori - awww! that's nice! they took her for the WHOLE summer? VERY nice! 
0,"@TheRazz Nice! I love KFC, but we don't have it here in Norway "
0,"crying because im hearing the edwards song, "
1,i listened to dont trust me like 1082323232998378 times today 
0,http://twitpic.com/5af5h - Cat!!! Jack Jack died last December 
1,This is it. 
1,@Fanny__ Have a good afternoon. And .. Good luck (again).  xx
